color_code,unique_id,black_box,red_circle,green_triangle,blue_pentagon
2001_6B,motion_blur_67,"(189, 149, 139)","(128, 24, 24)","(26, 77, 50)","(2, 25, 93)"
1001_4B,gaussian_blur_32,"(156, 136, 137)","(129, 24, 28)","(8, 54, 41)","(5, 20, 58)"
8002_2B,hue_11,"(238, 236, 238)","(230, 147, 180)","(112, 160, 132)","(53, 83, 119)"
1008_6a,shadow_27,"(100, 82, 83)","(109, 78, 76)","(58, 71, 66)","(51, 56, 74)"
1008_4B,gaussian_blur_41,"(207, 165, 177)","(107, 31, 56)","(26, 59, 54)","(46, 62, 125)"
1008_4a,gamma_30,"(172, 123, 125)","(95, 47, 54)","(75, 101, 88)","(57, 69, 104)"
8002_1A,noise_34,"(159, 148, 145)","(133, 36, 39)","(27, 57, 44)","(24, 25, 54)"
8002_1A,shadow_36,"(70, 64, 62)","(54, 15, 16)","(9, 20, 15)","(8, 8, 18)"
1006_6C,clahe_15,"(200, 189, 189)","(167, 64, 85)","(45, 99, 84)","(47, 65, 118)"
2002_6a,brightness_37,"(88, 50, 46)","(103, 33, 39)","(16, 42, 37)","(27, 35, 71)"
2011_4,clahe_42,"(126, 61, 52)","(177, 61, 66)","(37, 87, 60)","(19, 28, 79)"
2002_3c,hue_2,"(154, 125, 125)","(135, 79, 85)","(63, 78, 80)","(73, 80, 113)"
2001_6C,shadow_36,"(95, 84, 85)","(73, 41, 51)","(34, 46, 46)","(34, 36, 48)"
7001_19,gaussian_blur_41,"(177, 165, 149)","(144, 55, 48)","(24, 63, 39)","(3, 16, 68)"
2003_6C,motion_blur_31,"(189, 167, 154)","(138, 45, 53)","(34, 76, 59)","(12, 28, 79)"
7002_17,brightness_19,"(236, 223, 191)","(160, 25, 19)","(6, 55, 18)","(1, 4, 68)"
2001_4B,clahe_69,"(184, 146, 143)","(131, 25, 28)","(19, 69, 41)","(3, 23, 84)"
8002_9A,shadow_45,"(138, 129, 128)","(108, 66, 77)","(54, 75, 68)","(23, 30, 55)"
1008_5C,hue_2,"(161, 127, 71)","(175, 80, 10)","(8, 87, 80)","(30, 14, 73)"
1004_3C,gaussian_blur_5,"(187, 124, 135)","(181, 21, 33)","(9, 94, 45)","(25, 40, 85)"
1006_6a,gamma_3,"(194, 164, 177)","(189, 106, 113)","(107, 139, 128)","(122, 131, 169)"
2001_6B,clahe_15,"(223, 169, 133)","(211, 58, 44)","(44, 106, 66)","(39, 58, 120)"
2002_7c,noise_7,"(185, 141, 140)","(192, 136, 137)","(98, 128, 123)","(89, 103, 146)"
2001_6B,rotate_17,"(226, 172, 135)","(213, 59, 47)","(52, 115, 75)","(37, 55, 118)"
8002_7c,gaussian_blur_23,"(188, 150, 148)","(155, 78, 90)","(72, 103, 102)","(70, 87, 131)"
8002_9A,clahe_42,"(215, 199, 197)","(199, 118, 137)","(83, 124, 110)","(36, 49, 98)"
1006_6C,shadow_9,"(120, 120, 122)","(86, 47, 58)","(26, 52, 56)","(47, 61, 104)"
1008_6a,hue_38,"(162, 124, 116)","(179, 115, 103)","(68, 104, 93)","(66, 74, 120)"
4005_7A,rotate_35,"(169, 165, 154)","(125, 23, 27)","(9, 52, 40)","(4, 18, 55)"
8002-1B_motion,blur_4,"(187, 177, 204)","(158, 21, 16)","(10, 70, 37)","(3, 24, 91)"
8002_1A,clahe_42,"(180, 174, 183)","(119, 47, 73)","(21, 58, 56)","(43, 64, 126)"
8002_12C,shadow_36,"(98, 80, 72)","(57, 16, 20)","(16, 33, 27)","(4, 11, 32)"
1002_4B,rotate_44,"(210, 199, 210)","(124, 40, 66)","(24, 65, 62)","(41, 62, 127)"
8002_12C,motion_blur_4,"(216, 162, 120)","(201, 50, 43)","(52, 123, 64)","(29, 54, 125)"
1006_6C,gaussian_blur_32,"(217, 207, 208)","(181, 70, 95)","(63, 120, 106)","(53, 76, 142)"
8007_3E,motion_blur_31,"(163, 159, 147)","(124, 23, 26)","(12, 52, 39)","(6, 20, 55)"
6004_1A,noise_34,"(183, 176, 158)","(160, 31, 35)","(16, 93, 71)","(8, 33, 100)"
2001_4B,motion_blur_58,"(203, 165, 152)","(138, 25, 24)","(17, 70, 37)","(6, 27, 83)"
8007_3E,motion_blur_13,"(196, 200, 200)","(131, 25, 21)","(25, 76, 44)","(4, 25, 92)"
2002_4B,rotate_8,"(182, 169, 200)","(180, 46, 61)","(15, 119, 91)","(3, 49, 164)"
8002_9B,shadow_54,"(115, 100, 93)","(85, 37, 37)","(8, 34, 20)","(1, 13, 43)"
1008_6a,hue_29,"(151, 139, 122)","(170, 147, 108)","(69, 86, 90)","(75, 60, 100)"
8002_7c,shadow_45,"(101, 87, 86)","(74, 50, 50)","(37, 48, 43)","(61, 66, 79)"
2011_4,brightness_28,"(83, 28, 10)","(109, 8, 12)","(1, 33, 22)","(0, 4, 39)"
2002_6a,gaussian_blur_23,"(125, 83, 76)","(155, 71, 77)","(57, 86, 81)","(62, 70, 113)"
4005_7A,motion_blur_31,"(169, 165, 154)","(126, 23, 27)","(9, 51, 39)","(4, 18, 55)"
8002_1A,hue_20,"(212, 210, 215)","(180, 75, 82)","(51, 113, 106)","(47, 59, 136)"
2001_5c,clahe_42,"(192, 133, 122)","(142, 61, 60)","(55, 89, 79)","(70, 82, 126)"
2003_6C,noise_70,"(207, 181, 164)","(142, 25, 28)","(26, 88, 55)","(2, 28, 105)"
2001_5c,brightness_28,"(112, 68, 68)","(127, 51, 63)","(31, 64, 63)","(43, 56, 108)"
1006_6B,hue_11,"(219, 214, 209)","(219, 145, 113)","(77, 116, 125)","(68, 52, 113)"
2002_6a,brightness_1,"(161, 112, 101)","(156, 75, 82)","(71, 104, 96)","(83, 94, 136)"
2002_3c,clahe_33,"(170, 121, 118)","(132, 60, 69)","(64, 95, 91)","(65, 80, 123)"
7003_10,gaussian_blur_23,"(202, 197, 159)","(150, 39, 32)","(20, 69, 37)","(4, 23, 79)"
4005_7A,rotate_26,"(195, 200, 195)","(151, 39, 34)","(16, 63, 32)","(4, 22, 74)"
8002_9B,noise_25,"(198, 172, 161)","(147, 29, 31)","(18, 90, 59)","(6, 32, 108)"
2002_6a,shadow_36,"(79, 65, 64)","(85, 58, 62)","(50, 60, 61)","(25, 28, 43)"
2003_6B,gaussian_blur_5,"(188, 159, 153)","(171, 40, 56)","(15, 117, 89)","(3, 46, 161)"
2002_4B,brightness_1,"(222, 207, 242)","(220, 69, 87)","(35, 152, 121)","(21, 73, 202)"
8002_9c,gaussian_blur_23,"(243, 184, 166)","(238, 109, 103)","(102, 159, 124)","(84, 105, 172)"
2001_6B,gaussian_blur_41,"(171, 134, 142)","(121, 19, 31)","(22, 70, 44)","(2, 21, 90)"
1008_4a,clahe_42,"(189, 141, 146)","(173, 103, 97)","(81, 105, 92)","(39, 44, 73)"
2002_6a,brightness_19,"(97, 53, 47)","(128, 41, 47)","(25, 55, 50)","(31, 40, 85)"
8002_10A,brightness_10,"(213, 209, 227)","(185, 84, 125)","(56, 143, 132)","(41, 83, 219)"
8002_9B,hue_29,"(190, 153, 140)","(147, 39, 37)","(36, 90, 75)","(12, 26, 96)"
7002_17,hue_11,"(235, 231, 192)","(150, 52, 17)","(22, 89, 60)","(1, 1, 104)"
8002_12C,gamma_21,"(192, 148, 110)","(151, 40, 36)","(24, 80, 51)","(13, 33, 95)"
2003_6C,gamma_48,"(192, 164, 143)","(127, 15, 20)","(9, 66, 35)","(1, 28, 91)"
8002_9B,clahe_24,"(202, 174, 161)","(130, 28, 32)","(24, 76, 54)","(19, 35, 94)"
1008_6C,brightness_1,"(223, 211, 244)","(195, 86, 138)","(45, 145, 133)","(18, 70, 239)"
1008_6a,clahe_33,"(159, 121, 120)","(165, 97, 94)","(57, 84, 73)","(51, 61, 97)"
P340_clahe,6,"(167, 170, 92)","(179, 44, 54)","(36, 83, 52)","(30, 47, 100)"
2001_6C,gamma_3,"(230, 216, 241)","(213, 112, 157)","(67, 169, 152)","(43, 95, 247)"
4005_7A,brightness_28,"(216, 212, 201)","(173, 64, 69)","(49, 94, 81)","(45, 59, 98)"
2003_6C,rotate_44,"(176, 155, 155)","(120, 21, 32)","(18, 68, 41)","(2, 22, 93)"
1006_6a,clahe_24,"(151, 125, 136)","(133, 57, 56)","(53, 89, 77)","(59, 71, 115)"
8002_1A,motion_blur_4,"(224, 229, 252)","(216, 133, 180)","(145, 201, 209)","(86, 126, 247)"
2002_6C,motion_blur_22,"(192, 161, 142)","(133, 30, 32)","(18, 68, 47)","(11, 28, 86)"
1008_4B,brightness_37,"(186, 143, 156)","(84, 6, 31)","(1, 34, 28)","(21, 37, 102)"
2002_6B,hue_65,"(156, 139, 105)","(124, 66, 33)","(20, 58, 49)","(18, 11, 77)"
1008_4B,shadow_9,"(122, 110, 128)","(93, 67, 86)","(40, 77, 73)","(16, 35, 98)"
7001_19,rotate_17,"(187, 177, 167)","(130, 22, 19)","(16, 69, 36)","(2, 22, 86)"
1008_4B,shadow_18,"(127, 102, 108)","(127, 71, 82)","(45, 69, 61)","(39, 42, 61)"
8002_10A,hue_11,"(203, 209, 252)","(206, 66, 168)","(38, 161, 104)","(12, 143, 244)"
1002_4B,clahe_6,"(210, 206, 236)","(195, 124, 168)","(73, 165, 154)","(43, 91, 227)"
1007_5C,brightness_1,"(153, 83, 77)","(141, 0, 0)","(3, 58, 5)","(0, 0, 49)"
2001_6C,clahe_15,"(200, 171, 170)","(187, 105, 124)","(61, 108, 91)","(42, 58, 110)"
8002_9A,motion_blur_31,"(171, 151, 137)","(183, 55, 65)","(34, 67, 46)","(31, 36, 66)"
2002_6C,brightness_37,"(210, 176, 180)","(160, 50, 61)","(50, 102, 76)","(32, 50, 124)"
1001_4B,hue_2,"(192, 179, 203)","(160, 101, 70)","(53, 93, 85)","(60, 54, 127)"
2002_6B,rotate_71,"(166, 114, 93)","(133, 22, 22)","(28, 78, 50)","(2, 24, 87)"
7001_19,noise_34,"(174, 161, 144)","(157, 30, 35)","(16, 91, 72)","(8, 31, 97)"
1001_4A,noise_7,"(172, 147, 161)","(192, 23, 34)","(8, 120, 54)","(29, 49, 108)"
7001_19,rotate_35,"(165, 150, 131)","(127, 22, 27)","(11, 53, 43)","(4, 18, 55)"
1008_4B,gamma_3,"(222, 195, 235)","(221, 165, 205)","(81, 164, 156)","(48, 94, 231)"
2001_4B,brightness_64,"(189, 152, 150)","(124, 21, 23)","(15, 63, 36)","(1, 20, 80)"
7002_17,shadow_9,"(112, 111, 107)","(76, 36, 36)","(53, 72, 65)","(15, 23, 49)"
1008_6C,rotate_44,"(222, 204, 197)","(144, 47, 70)","(44, 98, 80)","(66, 88, 160)"
2002_6C,motion_blur_31,"(184, 150, 142)","(138, 46, 55)","(31, 71, 55)","(15, 32, 84)"
8002_2c,clahe_15,"(177, 151, 180)","(133, 57, 69)","(64, 90, 92)","(75, 81, 126)"
8002_1A,brightness_28,"(168, 156, 153)","(134, 45, 47)","(32, 55, 45)","(29, 30, 51)"
7001_19,motion_blur_40,"(177, 165, 149)","(144, 56, 49)","(25, 64, 40)","(3, 16, 68)"
2002_4B,noise_34,"(190, 156, 155)","(158, 52, 62)","(45, 100, 82)","(23, 45, 118)"
2002_6B,brightness_64,"(145, 88, 64)","(109, 0, 0)","(2, 37, 4)","(0, 0, 57)"
8002_7c,rotate_26,"(188, 150, 148)","(155, 78, 90)","(73, 104, 102)","(70, 87, 131)"
2001_6C,hue_2,"(216, 197, 219)","(187, 89, 98)","(48, 122, 136)","(53, 33, 227)"
1004_4C,clahe_15,"(195, 179, 188)","(165, 66, 84)","(47, 99, 82)","(40, 60, 120)"
8002_7c,brightness_19,"(213, 173, 172)","(178, 96, 110)","(91, 124, 121)","(89, 107, 152)"
1008_3C,motion_blur_4,"(182, 90, 90)","(164, 13, 26)","(3, 84, 37)","(19, 33, 78)"
8002_1A,gamma_21,"(218, 216, 223)","(188, 71, 97)","(50, 116, 100)","(45, 69, 139)"
2002_6a,hue_20,"(117, 73, 86)","(147, 70, 109)","(54, 78, 64)","(59, 87, 105)"
1008_4a,noise_16,"(182, 146, 149)","(190, 123, 125)","(92, 130, 113)","(90, 102, 148)"
8002_7c,brightness_1,"(144, 105, 112)","(109, 42, 51)","(37, 58, 58)","(39, 46, 88)"
2002_6a,noise_43,"(140, 97, 93)","(158, 78, 85)","(63, 94, 89)","(74, 83, 125)"
7001_21,noise_7,"(217, 217, 210)","(184, 70, 65)","(64, 120, 84)","(58, 78, 144)"
2002_3B,motion_blur_4,"(177, 71, 56)","(177, 22, 33)","(8, 93, 44)","(23, 37, 82)"
P480_gamma,3,"(18, 64, 105)","(193, 34, 25)","(36, 91, 49)","(22, 42, 104)"
1004_4b,hue_20,"(166, 147, 161)","(164, 86, 93)","(79, 111, 100)","(95, 107, 142)"
2003_6C,shadow_18,"(91, 79, 62)","(85, 24, 19)","(18, 45, 30)","(12, 21, 47)"
1004_4C,hue_20,"(157, 141, 149)","(88, 24, 43)","(23, 55, 54)","(37, 53, 119)"
1007_5C,hue_2,"(156, 123, 98)","(145, 54, 18)","(6, 71, 55)","(24, 18, 63)"
2002_6B,rotate_17,"(216, 152, 109)","(217, 62, 50)","(58, 120, 84)","(34, 52, 117)"
1006_6a,hue_2,"(180, 155, 178)","(174, 97, 141)","(111, 139, 153)","(111, 139, 153)"
1004_4b,motion_blur_13,"(117, 95, 102)","(187, 108, 115)","(104, 126, 119)","(90, 96, 140)"
7003_10,hue_2,"(186, 185, 166)","(148, 74, 56)","(46, 82, 74)","(47, 44, 111)"
8002_12B,gamma_39,"(167, 138, 133)","(114, 16, 26)","(18, 63, 41)","(1, 17, 83)"
2003_6C,noise_61,"(212, 190, 169)","(172, 34, 35)","(24, 113, 61)","(13, 45, 133)"
8002_2c,motion_blur_22,"(175, 149, 178)","(156, 79, 91)","(115, 130, 130)","(110, 112, 150)"
8002_7c,hue_29,"(195, 183, 168)","(200, 176, 142)","(103, 117, 123)","(103, 90, 132)"
2003_6B,shadow_27,"(100, 83, 68)","(81, 41, 41)","(37, 55, 46)","(2, 8, 28)"
1004_4b,gaussian_blur_14,"(196, 167, 187)","(187, 108, 114)","(104, 126, 119)","(90, 95, 140)"
2001_4B,gaussian_blur_32,"(185, 152, 154)","(136, 45, 52)","(31, 71, 55)","(18, 35, 84)"
2002_6a,gaussian_blur_32,"(139, 96, 93)","(157, 77, 89)","(54, 82, 82)","(59, 70, 115)"
1006_6C,brightness_1,"(232, 229, 237)","(220, 120, 147)","(65, 133, 142)","(39, 75, 184)"
P340_gaussian,blur_5,"(188, 191, 113)","(160, 29, 25)","(25, 73, 41)","(14, 31, 80)"
2003_6C,noise_34,"(193, 174, 161)","(155, 51, 60)","(44, 96, 74)","(16, 36, 103)"
8002-1B_brightness,1,"(130, 121, 145)","(105, 0, 0)","(2, 30, 3)","(0, 0, 47)"
1008_6C,gaussian_blur_5,"(227, 216, 246)","(202, 103, 150)","(67, 158, 146)","(44, 90, 241)"
8002_2c,motion_blur_4,"(176, 154, 178)","(158, 82, 94)","(63, 98, 95)","(74, 86, 132)"
2002_4B,gamma_66,"(191, 145, 132)","(118, 17, 15)","(14, 58, 31)","(1, 17, 77)"
2001_5c,rotate_17,"(174, 119, 114)","(156, 79, 89)","(81, 109, 107)","(94, 102, 144)"
7001_21,brightness_28,"(207, 196, 178)","(154, 69, 72)","(59, 92, 81)","(54, 65, 95)"
1006_6a,gamma_21,"(141, 114, 125)","(152, 72, 75)","(54, 89, 78)","(62, 74, 119)"
1004_4C,gaussian_blur_5,"(226, 219, 252)","(219, 152, 199)","(84, 174, 165)","(52, 100, 251)"
2002_3c,gaussian_blur_5,"(167, 118, 120)","(148, 72, 84)","(64, 93, 94)","(69, 82, 126)"
2003_6B,noise_70,"(193, 149, 121)","(169, 28, 32)","(25, 109, 64)","(4, 35, 134)"
2001_6B,gamma_57,"(198, 151, 132)","(134, 23, 21)","(14, 64, 30)","(7, 24, 76)"
7002_17,motion_blur_13,"(218, 208, 187)","(131, 24, 21)","(22, 72, 40)","(3, 23, 85)"
6004_1A,motion_blur_13,"(192, 189, 177)","(130, 23, 19)","(15, 65, 30)","(2, 20, 81)"
8002_9A,clahe_24,"(183, 174, 190)","(186, 104, 122)","(134, 172, 177)","(78, 101, 173)"
1006_6a,rotate_44,"(162, 138, 151)","(106, 83, 86)","(65, 101, 94)","(72, 85, 128)"
2001_6B,motion_blur_40,"(171, 134, 142)","(122, 18, 31)","(23, 70, 45)","(2, 21, 90)"
2001_4B,clahe_6,"(177, 165, 188)","(184, 50, 67)","(18, 114, 80)","(6, 46, 154)"
1002_4B,gaussian_blur_41,"(210, 199, 209)","(124, 40, 67)","(26, 66, 63)","(41, 62, 127)"
8002_12C,shadow_63,"(85, 69, 56)","(44, 7, 7)","(5, 24, 13)","(2, 9, 28)"
1006_6B,gaussian_blur_32,"(215, 193, 203)","(193, 74, 100)","(63, 124, 107)","(61, 84, 151)"
8002_9c,brightness_19,"(242, 175, 154)","(236, 89, 82)","(80, 146, 105)","(60, 84, 160)"
2003_6B,hue_56,"(211, 167, 92)","(156, 38, 14)","(12, 86, 49)","(8, 16, 104)"
1008_6a,clahe_42,"(157, 123, 122)","(160, 101, 98)","(61, 88, 77)","(66, 78, 109)"
8002_12B,noise_7,"(197, 188, 189)","(204, 54, 69)","(26, 161, 117)","(9, 61, 202)"
8002_12C,brightness_55,"(190, 141, 101)","(153, 35, 34)","(29, 87, 52)","(17, 41, 103)"
1006_6a,noise_43,"(173, 151, 163)","(129, 103, 107)","(80, 126, 117)","(86, 100, 151)"
2002_6B,clahe_51,"(187, 136, 114)","(142, 31, 37)","(24, 81, 48)","(12, 39, 105)"
1006_6C,rotate_17,"(218, 207, 208)","(188, 82, 105)","(68, 124, 108)","(64, 83, 139)"
1008_6C,noise_43,"(226, 211, 205)","(177, 57, 86)","(59, 131, 107)","(81, 105, 182)"
P490_motion,blur_4,"(22, 82, 143)","(183, 35, 28)","(37, 90, 53)","(19, 40, 99)"
1008_3C,rotate_8,"(181, 90, 89)","(164, 13, 26)","(6, 86, 38)","(19, 33, 78)"
1008_6C,shadow_36,"(129, 119, 121)","(102, 54, 66)","(57, 82, 76)","(24, 33, 62)"
8002-8F_rotate,8,"(128, 36, 31)","(179, 32, 27)","(41, 91, 57)","(15, 35, 92)"
2001_6C,motion_blur_31,"(161, 133, 136)","(108, 29, 53)","(11, 39, 38)","(12, 16, 46)"
1008_6a,motion_blur_22,"(154, 119, 120)","(174, 108, 107)","(66, 93, 83)","(54, 63, 100)"
8002_2c,rotate_17,"(173, 147, 177)","(149, 72, 85)","(73, 100, 101)","(84, 90, 135)"
8007_3E,shadow_36,"(96, 95, 90)","(53, 9, 11)","(4, 23, 17)","(2, 8, 24)"
8002_12B,motion_blur_49,"(189, 154, 129)","(128, 19, 24)","(14, 69, 38)","(4, 31, 93)"
7002_17,rotate_26,"(216, 206, 179)","(153, 41, 35)","(16, 65, 33)","(5, 24, 77)"
2002_3B,gamma_3,"(175, 68, 53)","(176, 20, 31)","(7, 90, 42)","(21, 36, 79)"
1008_6a,noise_34,"(151, 115, 115)","(171, 104, 101)","(66, 95, 83)","(55, 66, 107)"
1004_4C,gamma_39,"(170, 150, 145)","(124, 33, 36)","(27, 51, 37)","(21, 22, 42)"
8002_12C,gamma_66,"(167, 117, 84)","(121, 13, 16)","(6, 54, 26)","(1, 15, 74)"
2002_6B,hue_2,"(178, 134, 159)","(175, 30, 84)","(5, 118, 63)","(1, 85, 164)"
7002_10,clahe_42,"(203, 196, 170)","(140, 47, 42)","(22, 59, 35)","(19, 19, 65)"
1008_4B,noise_34,"(225, 188, 198)","(208, 128, 145)","(128, 163, 147)","(97, 112, 160)"
7001_19,shadow_27,"(108, 105, 98)","(63, 17, 14)","(37, 57, 44)","(33, 40, 61)"
8002_12B,gaussian_blur_32,"(191, 158, 139)","(144, 42, 52)","(35, 78, 62)","(11, 28, 77)"
8002_2B,gamma_39,"(157, 136, 132)","(130, 29, 29)","(14, 43, 25)","(13, 18, 38)"
7002_17,hue_29,"(180, 188, 136)","(127, 80, 20)","(9, 40, 52)","(20, 3, 54)"
7001_19,hue_38,"(182, 173, 173)","(150, 65, 114)","(42, 68, 32)","(12, 62, 73)"
2001_6B,hue_20,"(195, 146, 114)","(127, 24, 11)","(9, 61, 39)","(1, 10, 73)"
1008_6C,motion_blur_31,"(223, 200, 204)","(190, 88, 112)","(66, 121, 107)","(54, 74, 135)"
7003_10,gamma_30,"(170, 153, 119)","(125, 20, 24)","(11, 50, 37)","(4, 17, 53)"
8002_7c,rotate_35,"(182, 144, 143)","(188, 120, 120)","(82, 110, 100)","(72, 85, 121)"
8002_9B,motion_blur_67,"(194, 163, 151)","(129, 27, 26)","(18, 70, 41)","(2, 22, 89)"
8002_12C,motion_blur_31,"(170, 126, 105)","(142, 43, 53)","(38, 82, 66)","(12, 29, 81)"
1004_4b,gaussian_blur_5,"(200, 176, 190)","(174, 93, 99)","(87, 120, 110)","(101, 111, 149)"
2002_3c,motion_blur_13,"(178, 129, 127)","(185, 122, 124)","(85, 112, 107)","(77, 91, 127)"
1004_4C,hue_29,"(203, 164, 188)","(217, 55, 97)","(33, 123, 88)","(28, 61, 124)"
2002_6B,clahe_42,"(186, 138, 138)","(122, 17, 29)","(20, 72, 44)","(7, 24, 96)"
8002_9A,gamma_3,"(155, 139, 146)","(203, 91, 121)","(69, 113, 107)","(40, 56, 109)"
2001_4B,gamma_30,"(191, 161, 161)","(145, 54, 61)","(42, 84, 68)","(23, 42, 95)"
7002_17,rotate_8,"(212, 209, 200)","(161, 56, 58)","(46, 97, 74)","(42, 63, 129)"
8002_12C,rotate_8,"(216, 162, 120)","(201, 50, 43)","(53, 124, 65)","(29, 54, 125)"
8002_1A,noise_25,"(227, 224, 230)","(201, 106, 127)","(72, 158, 138)","(64, 94, 181)"
6004_1A,clahe_42,"(173, 171, 157)","(140, 39, 32)","(11, 60, 34)","(10, 14, 63)"
8002_9B,shadow_27,"(105, 95, 90)","(79, 40, 40)","(36, 55, 47)","(32, 39, 61)"
2001_6B,gamma_66,"(189, 149, 139)","(128, 24, 24)","(20, 72, 44)","(2, 25, 93)"
1006_6B,rotate_26,"(176, 156, 169)","(105, 30, 54)","(11, 41, 39)","(10, 15, 46)"
2002_4B,gaussian_blur_50,"(195, 152, 138)","(129, 22, 23)","(16, 70, 38)","(4, 29, 93)"
1002_4B,noise_25,"(186, 174, 171)","(170, 54, 56)","(45, 94, 68)","(44, 45, 88)"
8002_2B,rotate_17,"(219, 201, 210)","(211, 119, 136)","(89, 142, 121)","(37, 54, 99)"
2001_4B,rotate_17,"(226, 183, 159)","(212, 59, 51)","(51, 120, 82)","(38, 60, 130)"
1006_6C,motion_blur_13,"(218, 207, 208)","(188, 82, 105)","(72, 127, 111)","(63, 83, 139)"
8002_9B,hue_56,"(195, 185, 140)","(123, 68, 20)","(13, 56, 47)","(18, 7, 69)"
1006_6B,motion_blur_22,"(177, 156, 170)","(105, 30, 55)","(12, 42, 40)","(10, 15, 46)"
8002_7c,brightness_10,"(160, 130, 126)","(133, 71, 80)","(62, 92, 86)","(66, 82, 118)"
1006_6C,rotate_44,"(156, 140, 146)","(184, 69, 98)","(25, 67, 63)","(23, 38, 90)"
2002_6a,gamma_39,"(133, 93, 89)","(151, 75, 82)","(57, 85, 80)","(69, 78, 116)"
2001_6B,gaussian_blur_68,"(189, 149, 139)","(128, 24, 23)","(23, 74, 47)","(2, 25, 93)"
7001_21,rotate_8,"(213, 213, 205)","(163, 60, 56)","(56, 100, 72)","(47, 64, 119)"
8007-6G_motion,blur_4,"(208, 207, 202)","(160, 26, 20)","(31, 80, 46)","(7, 27, 82)"
2002_6C,gaussian_blur_41,"(169, 138, 140)","(122, 19, 31)","(20, 69, 44)","(2, 19, 88)"
2001_4B,hue_38,"(174, 138, 152)","(125, 18, 21)","(24, 76, 54)","(1, 13, 97)"
2002_6B,brightness_10,"(254, 214, 165)","(254, 114, 101)","(106, 176, 135)","(84, 104, 175)"
7002_17,clahe_6,"(207, 203, 194)","(152, 49, 49)","(48, 99, 76)","(35, 55, 120)"
2002_4B,clahe_42,"(188, 150, 165)","(124, 17, 26)","(21, 75, 46)","(4, 19, 94)"
8002_12B,noise_16,"(227, 191, 150)","(212, 88, 79)","(65, 149, 103)","(46, 73, 157)"
8002_10A,shadow_45,"(83, 75, 74)","(58, 20, 29)","(26, 46, 41)","(47, 53, 75)"
8002_12B,motion_blur_67,"(201, 165, 139)","(133, 16, 19)","(17, 68, 41)","(1, 20, 83)"
8002_9B,rotate_53,"(195, 163, 147)","(129, 21, 22)","(14, 71, 40)","(3, 30, 95)"
4005_7A,motion_blur_4,"(210, 212, 209)","(168, 60, 54)","(53, 95, 63)","(49, 65, 117)"
8002_12C,hue_38,"(172, 102, 119)","(140, 16, 89)","(0, 73, 105)",
1002_4B,brightness_19,"(159, 148, 144)","(127, 46, 46)","(32, 58, 44)","(32, 33, 55)"
8002_2c,shadow_18,"(106, 94, 108)","(68, 32, 39)","(33, 45, 46)","(65, 68, 88)"
8002_2c,gamma_12,"(182, 158, 186)","(159, 85, 98)","(87, 114, 115)","(99, 104, 147)"
2002_6C,gaussian_blur_50,"(186, 149, 130)","(129, 22, 22)","(15, 72, 40)","(5, 30, 96)"
7001_19,shadow_45,"(77, 74, 68)","(48, 19, 16)","(19, 33, 24)","(18, 21, 40)"
7001_19,hue_11,"(168, 164, 163)","(112, 25, 60)","(19, 52, 17)","(6, 48, 68)"
2011_4,rotate_44,"(98, 37, 19)","(164, 50, 48)","(20, 72, 44)","(5, 17, 66)"
7001_21,shadow_18,"(126, 124, 120)","(87, 36, 33)","(33, 58, 43)","(26, 35, 66)"
1002_4B,shadow_36,"(121, 115, 119)","(80, 33, 42)","(25, 54, 46)","(24, 35, 65)"
1006_6a,brightness_1,"(206, 172, 187)","(201, 105, 112)","(106, 143, 130)","(122, 133, 178)"
2002_6a,gaussian_blur_5,"(196, 141, 130)","(191, 99, 107)","(95, 132, 123)","(110, 121, 169)"
4005_7A,shadow_45,"(100, 97, 90)","(86, 50, 46)","(40, 53, 42)","(2, 5, 18)"
8002_9A,brightness_1,"(192, 177, 184)","(238, 129, 160)","(106, 151, 144)","(74, 91, 146)"
P340_brightness,1,"(212, 215, 142)","(186, 64, 60)","(61, 105, 75)","(50, 67, 112)"
6004_1A,rotate_17,"(192, 189, 177)","(130, 23, 18)","(15, 65, 30)","(2, 20, 81)"
7001_19,shadow_9,"(123, 122, 117)","(104, 53, 50)","(49, 72, 57)","(47, 56, 84)"
1002_4B,motion_blur_31,"(221, 208, 218)","(196, 80, 101)","(61, 131, 112)","(59, 84, 157)"
2011_4,noise_16,"(139, 64, 50)","(165, 34, 30)","(26, 96, 50)","(5, 34, 117)"
2002_4B,brightness_55,"(227, 189, 173)","(171, 74, 73)","(66, 111, 80)","(57, 75, 121)"
1008_4a,gaussian_blur_14,"(172, 131, 134)","(181, 103, 106)","(75, 106, 92)","(75, 85, 123)"
1008_6C,shadow_45,"(122, 115, 111)","(60, 18, 28)","(18, 41, 33)","(27, 36, 66)"
1006_6B,gamma_3,"(219, 208, 249)","(207, 115, 166)","(68, 161, 151)","(41, 86, 250)"
2001_4B,clahe_15,"(233, 189, 165)","(215, 62, 55)","(55, 124, 86)","(39, 62, 132)"
8002_7c,clahe_15,"(179, 143, 138)","(133, 63, 71)","(57, 91, 84)","(64, 82, 125)"
2002_4B,brightness_46,"(195, 154, 141)","(132, 32, 32)","(25, 77, 47)","(15, 38, 98)"
8002_2B,shadow_18,,"(84, 47, 54)","(62, 82, 74)","(14, 21, 39)"
1011_noise,7,"(160, 25, 24)","(209, 39, 36)","(44, 114, 71)","(20, 47, 130)"
